type	id	chrom	strand	Up-stream Exon	Cassette Exon	Down-stream Exon	4th Exon	Transcrtip IDs	Region
CAS	chr19:+:DAZAP1:CAS:0	chr19	+	1432513:1432689	1433738:1433826	1434736:1435686	N/A	NM_018959,NM_170711	chr19:1432513-1435686
CAS	chr19:-:DDX39A:CAS:0	chr19	-	14520554:14520685	14520348:14520457	14520115:14520259	N/A	NR_046366,NM_005804	chr19:14520115-14520685
CAS	chr19:+:DKKL1:CAS:0	chr19	+	49868766:49868906	49869050:49869142	49877974:49878373	N/A	NM_001197301,NM_001197302;NM_001197301,NM_014419	chr19:49868766-49878373
CAS	chr19:+:DNM2:CAS:0	chr19	+	10916592:10916643	10919245:10919256	10922940:10923053	N/A	NM_001005362,NM_001005360;NM_001005362,NM_001005361;NM_001005362,NM_001190716;NM_004945,NM_001005360;NM_004945,NM_001005361;NM_004945,NM_001190716	chr19:10916592-10923053
CAS	chr19:-:DNMT1:CAS:0	chr19	-	10291026:10291245	10290863:10290910	10287968:10288043	N/A	NM_001379,NM_001130823	chr19:10287968-10291245
CAS	chr19:-:DPF1:CAS:0	chr19	-	38708438:38708516	38708100:38708231	38706993:38707043	N/A	NM_004647,NM_001135155;NM_004647,NM_001135156;NM_004647,NM_001289978	chr19:38706993-38708516
CAS	chr19:+:EMC10:CAS:0	chr19	+	50984141:50984234	50985118:50985204	50985406:50986783	N/A	NM_206538,NM_175063	chr19:50984141-50986783
CAS	chr19:+:EMR1:CAS:0	chr19	+	6921724:6921894	6924689:6924883	6926377:6926612	N/A	NM_001256253,NM_001256252;NM_001256253,NM_001256254;NM_001256253,NM_001256255;NM_001256253,NM_001974	chr19:6921724-6926612
CAS	chr19:-:EMR2:CAS:0	chr19	-	14866466:14866689	14865766:14865939	14863141:14863338	N/A	NM_001271052,NM_013447	chr19:14863141-14866689
CAS	chr19:+:EPN1:CAS:0	chr19	+	56200236:56200360	56200663:56200737	56201233:56201316	N/A	NM_001130071,NM_001130072;NM_013333,NM_001130072	chr19:56200236-56201316
CAS	chr19:+:EVI5L:CAS:0	chr19	+	7920901:7920954	7921978:7922010	7923077:7923217	N/A	NM_145245,NM_001159944	chr19:7920901-7923217
CAS	chr19:+:FOSB:CAS:0	chr19	+	45973887:45974207	45974452:45974559	45975809:45978437	N/A	NM_001114171,NM_006732	chr19:45973887-45978437
CAS	chr19:-:FUT6:CAS:0	chr19	-	5838688:5839742	5834961:5835088	5830637:5832590	N/A	NM_001040701,NM_000150	chr19:5830637-5839742
CAS	chr19:+:GALP:CAS:0	chr19	+	56688439:56688564	56691955:56692003	56693541:56693621	N/A	NM_001145546,NM_033106	chr19:56688439-56693621
CAS	chr19:-:GP6:CAS:0	chr19	-	55538946:55539230	55536586:55536639	55530020:55530079	N/A	NM_001256017,NM_001083899;NM_001256017,NM_016363	chr19:55530020-55539230
CAS	chr19:+:GPI:CAS:0	chr19	+	34859488:34859607	34868408:34868491	34868640:34868786	N/A	NM_001184722,NM_000175;NM_001184722,NM_001289789;NM_001289790,NM_000175;NM_001289790,NM_001289789	chr19:34859488-34868786
CAS	chr19:+:GRAMD1A:CAS:0	chr19	+	35500023:35500233	35500327:35500347	35500792:35500876	N/A	NM_001136199,NM_020895	chr19:35500023-35500876
CAS	chr19:+:GRAMD1A:CAS:1	chr19	+	35512855:35512942	35513804:35513815	35514140:35514247	N/A	NM_001136199,NM_020895	chr19:35512855-35514247
CAS	chr19:+:HIF3A:CAS:0	chr19	+	46807155:46807345	46808502:46808647	46811478:46811562	N/A	NM_022462,NM_152794;NM_022462,NM_152795;NM_152796,NM_152794;NM_152796,NM_152795	chr19:46807155-46811562
CAS	chr19:+:HNRNPM:CAS:0	chr19	+	8536210:8536311	8538548:8538592	8539051:8539128	N/A	NM_001297418,NM_005968;NM_001297418,NM_031203	chr19:8536210-8539128
CAS	chr19:-:HOMER3:CAS:0	chr19	-	19049162:19049293	19045112:19045219	19043733:19043854	N/A	NM_001145724,NM_001145721;NM_001145724,NM_001145722;NM_001145724,NM_004838;NM_001145724,NR_027297	chr19:19043733-19049293
CAS	chr19:-:HOOK2:CAS:0	chr19	-	12876741:12876828	12876643:12876648	12876504:12876538	N/A	NM_001100176,NM_013312	chr19:12876504-12876828
CAS	chr19:-:IL11:CAS:0	chr19	-	55881672:55881831	55880137:55880309	55879851:55879937	N/A	NM_001267718,NM_000641	chr19:55879851-55881831
CAS	chr19:-:INSL3:CAS:0	chr19	-	17932126:17932383	17931205:17931299	17927322:17927868	N/A	NM_005543,NM_001265587	chr19:17927322-17932383
CAS	chr19:-:INSR:CAS:0	chr19	-	7152737:7152938	7150508:7150543	7142827:7143101	N/A	NM_001079817,NM_000208	chr19:7142827-7152938
CAS	chr19:-:IPO5P1:CAS:0	chr19	-	23456878:23457053	23453020:23453094	23444422:23444546	N/A	NR_103742,NR_103741	chr19:23444422-23457053
CAS	chr19:+:IZUMO4:CAS:0	chr19	+	2098786:2098803	2098975:2099028	2099254:2099583	N/A	NM_001031735,NM_001039846	chr19:2098786-2099583
CAS	chr19:+:KIR2DL4:CAS:0	chr19	+	55320288:55320338	55324580:55324683	55325145:55325197	N/A	NM_001080770,NM_001080772;NM_001080770,NM_002255	chr19:55320288-55325197
CAS	chr19:+:KIR2DS4:CAS:0	chr19	+	55350883:55351154	55354323:55354373	55358639:55358743	N/A	NM_001281972,NM_001281971;NM_001281972,NM_012314	chr19:55350883-55358743
CAS	chr19:+:KIR3DL2:CAS:0	chr19	+	55367074:55367367	55370534:55370584	55377260:55377364	N/A	NM_001242867,NM_006737	chr19:55367074-55377364
CAS	chr19:-:KLK12:CAS:0	chr19	-	51537236:51537395	51535132:51535391	51534044:51534177	N/A	NM_145895,NM_019598;NM_145895,NM_145894	chr19:51534044-51537395
CAS	chr19:-:KRTDAP:CAS:0	chr19	-	35979704:35979742	35979564:35979605	35979343:35979387	N/A	NM_001244847,NM_207392	chr19:35979343-35979742
CAS	chr19:+:LAIR2:CAS:0	chr19	+	55019106:55019399	55020245:55020295	55021736:55021900	N/A	NM_021270,NM_002288	chr19:55019106-55021900
CAS	chr19:+:LDLR:CAS:0	chr19	+	11230768:11230909	11231046:11231198	11233850:11234020	N/A	NM_001195803,NM_000527;NM_001195803,NM_001195798;NM_001195803,NM_001195799;NM_001195803,NM_001195800	chr19:11230768-11234020
CAS	chr19:+:LGALS14:CAS:0	chr19	+	40194946:40195183	40196345:40196649	40197237:40197313	N/A	NM_020129,NM_203471	chr19:40194946-40197313
CAS	chr19:-:LIG1:CAS:0	chr19	-	48668807:48668880	48665519:48665608	48664629:48664764	N/A	NM_001289063,NM_000234;NM_001289063,NM_001289064;NM_001289063,NR_110296	chr19:48664629-48668880
CAS	chr19:-:LILRA5:CAS:0	chr19	-	54823807:54823891	54823605:54823640	54823134:54823418	N/A	NM_181985,NM_021250;NM_181985,NM_181879;NM_181986,NM_021250;NM_181986,NM_181879	chr19:54823134-54823891
CAS	chr19:+:LILRB4:CAS:0	chr19	+	55174271:55174519	55174990:55175025	55175212:55175496	N/A	NM_001278429,NM_001278426;NM_001278429,NM_001278427;NM_001278429,NM_001278428;NM_001278429,NM_001278430	chr19:55174271-55175496
CAS	chr19:-:LILRB5:CAS:0	chr19	-	54760352:54760636	54759906:54760205	54759149:54759445	N/A	NM_001081443,NM_001081442;NM_001081443,NM_006840	chr19:54759149-54760636
CAS	chr19:-:LINC00665:CAS:0	chr19	-	36821155:36821394	36813032:36813127	36812895:36812932	N/A	NR_038279,NR_038278	chr19:36812895-36821394
CAS	chr19:-:LPHN1:CAS:0	chr19	-	14281494:14281603	14277828:14277842	14273418:14274218	N/A	NM_014921,NM_001008701	chr19:14273418-14281603
CAS	chr19:+:LSM14A:CAS:0	chr19	+	34712412:34712643	34717313:34717369	34718270:34720420	N/A	NM_015578,NM_001114093	chr19:34712412-34720420
CAS	chr19:-:LSM4:CAS:0	chr19	-	18433828:18434001	18426834:18426875	18423414:18423512	N/A	NM_001252129,NM_012321	chr19:18423414-18434001
CAS	chr19:+:MADCAM1:CAS:0	chr19	+	498496:498825	501669:501929	504745:505343	N/A	NM_130762,NM_130760	chr19:498496-505343
CAS	chr19:+:MAG:CAS:0	chr19	+	35802821:35802920	35803184:35803228	35804193:35804709	N/A	NM_001199216,NM_080600;NM_002361,NM_080600	chr19:35802821-35804709
CAS	chr19:+:MAP2K7:CAS:0	chr19	+	7968665:7968953	7970693:7970740	7974640:7974781	N/A	NM_001297556,NM_001297555;NM_145185,NM_001297555	chr19:7968665-7974781
CAS	chr19:-:MAP4K1:CAS:0	chr19	-	39083922:39083977	39079818:39079915	39078280:39078457	N/A	NM_001042600,NM_007181	chr19:39078280-39083977
CAS	chr19:+:MARCH2:CAS:0	chr19	+	8478187:8478304	8483421:8483691	8486673:8486900	N/A	NM_001005415,NM_016496;NM_001005416,NM_016496	chr19:8478187-8486900
CAS	chr19:+:MARCH2:CAS:1	chr19	+	8491493:8491688	8495542:8495751	8503272:8503899	N/A	NM_001005416,NM_001005415;NM_001005416,NM_016496	chr19:8491493-8503899
CAS	chr19:+:MARK4:CAS:0	chr19	+	45800934:45801212	45801401:45801480	45803069:45803113	N/A	NM_001199867,NM_031417	chr19:45800934-45803113
CAS	chr19:-:MBOAT7:CAS:0	chr19	-	54692071:54692200	54691043:54691169	54687404:54687563	N/A	NM_001146056,NM_001146082;NM_001146056,NM_024298;NM_001146083,NM_001146082;NM_001146083,NM_024298	chr19:54687404-54692200
CAS	chr19:-:MBOAT7:CAS:1	chr19	-	54693189:54693733	54692287:54692365	54692071:54692200	N/A	NM_001146056,NM_001146082;NM_001146056,NM_001146083;NM_001146056,NM_024298	chr19:54692071-54693733
CAS	chr19:-:MEF2BNB-MEF2B:CAS:0	chr19	-	19257364:19257457	19257082:19257193	19256376:19256831	N/A	NM_005919,NR_027307;NR_027308,NR_027307	chr19:19256376-19257457
CAS	chr19:+:MEGF8:CAS:0	chr19	+	42848822:42848985	42852424:42852624	42853651:42853851	N/A	NM_001410,NM_001271938	chr19:42848822-42853851
CAS	chr19:+:MPND:CAS:0	chr19	+	4357512:4357582	4358080:4358169	4359160:4359252	N/A	NM_032868,NM_001159846	chr19:4357512-4359252
CAS	chr19:+:MUM1:CAS:0	chr19	+	1358393:1358463	1358587:1358699	1360135:1361031	N/A	NM_032853,NR_024247	chr19:1358393-1361031
CAS	chr19:+:MYH14:CAS:0	chr19	+	50726504:50726606	50727411:50727434	50728842:50728934	N/A	NM_024729,NM_001077186;NM_024729,NM_001145809	chr19:50726504-50728934
CAS	chr19:+:MYH14:CAS:1	chr19	+	50755896:50756010	50758477:50758575	50760556:50760743	N/A	NM_001077186,NM_001145809;NM_024729,NM_001145809	chr19:50755896-50760743
CAS	chr19:+:NCR1:CAS:0	chr19	+	55417657:55417692	55417881:55418165	55420604:55420882	N/A	NM_001242356,NM_001145457;NM_001242356,NM_001145458;NM_001242356,NM_004829;NM_001242357,NM_001145457;NM_001242357,NM_001145458;NM_001242357,NM_004829	chr19:55417657-55420882
CAS	chr19:-:NDUFA11:CAS:0	chr19	-	5903623:5904024	5901346:5901465	5896916:5897008	N/A	NM_001193375,NR_034166;NM_175614,NR_034166	chr19:5896916-5904024
CAS	chr19:+:NFIX:CAS:0	chr19	+	13192494:13192669	13198803:13198950	13201113:13201204	N/A	NM_001271044,NM_001271043;NM_002501,NM_001271043	chr19:13192494-13201204
CAS	chr19:-:NLRP12:CAS:0	chr19	-	54304481:54304651	54301497:54301667	54299113:54299283	N/A	NM_001277129,NM_001277126;NM_001277129,NM_144687	chr19:54299113-54304651
CAS	chr19:+:NLRP2:CAS:0	chr19	+	55489120:55489191	55492985:55493050	55493530:55495096	N/A	NM_001174082,NM_001174081;NM_001174082,NM_001174083;NM_001174082,NM_017852	chr19:55489120-55495096
CAS	chr19:-:NLRP7:CAS:0	chr19	-	55441867:55442034	55438973:55439143	55434877:55435240	N/A	NM_206828,NM_001127255;NM_206828,NM_139176	chr19:55434877-55442034
CAS	chr19:+:NMRK2:CAS:0	chr19	+	3933101:3933176	3933456:3933695	3936573:3936663	N/A	NR_110316,NM_001289117;NR_110316,NM_170678	chr19:3933101-3936663
CAS	chr19:-:NOSIP:CAS:0	chr19	-	50083772:50083829	50080016:50080134	50063879:50063949	N/A	NM_001270960,NM_015953	chr19:50063879-50083829
CAS	chr19:+:NR1H2:CAS:0	chr19	+	50880990:50881127	50881406:50881696	50881779:50882053	N/A	NM_001256647,NM_007121	chr19:50880990-50882053
CAS	chr19:+:NWD1:CAS:0	chr19	+	16830787:16831104	16832206:16832428	16835177:16835274	N/A	NM_001007525,NM_001290355	chr19:16830787-16835274
CAS	chr19:+:NWD1:CAS:1	chr19	+	16918397:16918947	16923556:16923661	16925839:16928774	N/A	NM_001007525,NM_001290355	chr19:16918397-16928774
CAS	chr19:-:PAF1:CAS:0	chr19	-	39878979:39879107	39877799:39877867	39877334:39877439	N/A	NM_001256826,NR_046384;NM_019088,NR_046384	chr19:39877334-39879107
CAS	chr19:-:PAF1:CAS:1	chr19	-	39880709:39880801	39880280:39880401	39880120:39880186	N/A	NR_046384,NM_001256826;NR_046384,NM_019088	chr19:39880120-39880801
CAS	chr19:-:PAF1:CAS:2	chr19	-	39881458:39881835	39880900:39880929	39880709:39880801	N/A	NM_001256826,NM_019088;NM_001256826,NR_046384	chr19:39880709-39881835
CAS	chr19:+:PAK4:CAS:0	chr19	+	39660172:39660397	39663558:39664016	39664216:39664650	N/A	NM_001014834,NM_001014831;NM_001014834,NM_001014832;NM_001014834,NM_005884;NM_001014835,NM_001014831;NM_001014835,NM_001014832;NM_001014835,NM_005884	chr19:39660172-39664650
CAS	chr19:+:PALM:CAS:0	chr19	+	736019:736078	740352:740483	746285:748330	N/A	NM_001040134,NM_002579	chr19:736019-748330
CAS	chr19:-:PDE4C:CAS:0	chr19	-	18331915:18331988	18331684:18331733	18331213:18331325	N/A	NR_040546,NM_000923;NR_040546,NM_001098818;NR_040546,NM_001098819	chr19:18331213-18331988
CAS	chr19:+:PET100:CAS:0	chr19	+	7695709:7695732	7696118:7696207	7696359:7696510	N/A	NM_001171155,NR_033242	chr19:7695709-7696510
CAS	chr19:+:PIN1:CAS:0	chr19	+	9945883:9946078	9947499:9947551	9949112:9949324	N/A	NM_006221,NR_038422;NM_006221,NR_038830	chr19:9945883-9949324
CAS	chr19:-:PIP5K1C:CAS:0	chr19	-	3638882:3639014	3633435:3633518	3630179:3633167	N/A	NM_001195733,NM_012398	chr19:3630179-3639014
CAS	chr19:-:PLAUR:CAS:0	chr19	-	44160631:44160792	44159591:44159725	44156377:44156523	N/A	NM_001005377,NM_001005376;NM_001005377,NM_002659	chr19:44156377-44160792
CAS	chr19:-:PLEKHA4:CAS:0	chr19	-	49362117:49362396	49360679:49360753	49357474:49357521	N/A	NM_001161354,NM_020904	chr19:49357474-49362396
CAS	chr19:+:PNPLA6:CAS:0	chr19	+	7607647:7607814	7607893:7607970	7614793:7614998	N/A	NM_001166112,NM_001166111;NM_001166112,NM_001166113;NM_001166112,NM_001166114;NM_001166112,NM_006702	chr19:7607647-7614998
CAS	chr19:+:POLD1:CAS:0	chr19	+	50918695:50918847	50918981:50919083	50919653:50919785	N/A	NR_046402,NM_001256849;NR_046402,NM_002691	chr19:50918695-50919785
CAS	chr19:+:POP4:CAS:0	chr19	+	30099564:30099616	30101316:30101539	30102769:30102846	N/A	NR_027368,NM_006627	chr19:30099564-30102846
CAS	chr19:+:PPFIA3:CAS:0	chr19	+	49639981:49640168	49641462:49641684	49642925:49643088	N/A	NR_103842,NM_003660	chr19:49639981-49643088
CAS	chr19:-:PPP1R14A:CAS:0	chr19	-	38746779:38747231	38743534:38743614	38742946:38742978	N/A	NM_001243947,NM_033256	chr19:38742946-38747231
CAS	chr19:+:PPP2R1A:CAS:0	chr19	+	52705197:52705287	52709216:52709316	52714513:52714745	N/A	NR_033500,NM_014225	chr19:52705197-52714745
CAS	chr19:+:PPP5C:CAS:0	chr19	+	46879710:46879831	46886668:46886733	46887037:46887135	N/A	NM_001204284,NM_006247	chr19:46879710-46887135
CAS	chr19:-:PSG11:CAS:0	chr19	-	43530461:43530631	43528843:43529208	43522922:43523200	N/A	NM_001113410,NM_002785;NM_203287,NM_002785	chr19:43522922-43530631
CAS	chr19:-:PSG7:CAS:0	chr19	-	43441165:43441330	43439556:43439921	43433594:43433872	N/A	NM_001206650,NM_001290042;NM_001206650,NM_002783	chr19:43433594-43441330
CAS	chr19:-:PSG8:CAS:0	chr19	-	43269670:43269831	43268068:43268433	43262154:43262432	N/A	NM_001130168,NM_001130167;NM_001130168,NM_182707	chr19:43262154-43269831
CAS	chr19:-:PTPRS:CAS:0	chr19	-	5218431:5218543	5216731:5216778	5215509:5215606	N/A	NM_130853,NM_002850;NM_130854,NM_002850;NM_130855,NM_002850	chr19:5215509-5218543
CAS	chr19:-:PTPRS:CAS:1	chr19	-	5258028:5258138	5256119:5256130	5245787:5246056	N/A	NM_130853,NM_002850;NM_130853,NM_130855;NM_130854,NM_002850;NM_130854,NM_130855	chr19:5245787-5258138
CAS	chr19:+:QPCTL:CAS:0	chr19	+	46196671:46196814	46198695:46198976	46201805:46201957	N/A	NM_001163377,NM_017659	chr19:46196671-46201957
CAS	chr19:+:RAD23A:CAS:0	chr19	+	13058991:13059172	13059311:13059366	13059500:13059627	N/A	NR_072976,NM_001270362;NR_072976,NM_001270363;NR_072976,NM_005053	chr19:13058991-13059627
CAS	chr19:-:RANBP3:CAS:0	chr19	-	5957929:5957984	5951404:5951607	5941810:5941846	N/A	NM_007320,NM_003624;NM_007320,NM_007322	chr19:5941810-5957984
CAS	chr19:-:RFX2:CAS:0	chr19	-	6039991:6040252	6026174:6026248	6016101:6016282	N/A	NM_134433,NM_000635	chr19:6016101-6040252
CAS	chr19:+:RYR1:CAS:0	chr19	+	39013857:39013949	39014555:39014569	39015972:39016142	N/A	NM_001042723,NM_000540	chr19:39013857-39016142
CAS	chr19:-:SIGLEC10:CAS:0	chr19	-	51918435:51918692	51918078:51918362	51917676:51917769	N/A	NM_001171157,NM_001171156;NM_001171157,NM_033130;NM_001171158,NM_001171156;NM_001171158,NM_033130;NM_001171159,NM_001171156;NM_001171159,NM_033130;NM_001171161,NM_001171156;NM_001171161,NM_033130	chr19:51917676-51918692
CAS	chr19:-:SIGLEC10:CAS:1	chr19	-	51919564:51919611	51919152:51919421	51918822:51918869	N/A	NM_001171161,NM_001171156;NM_001171161,NM_001171157;NM_001171161,NM_001171158;NM_001171161,NM_001171159;NM_001171161,NM_033130	chr19:51918822-51919611
CAS	chr19:-:SIGLEC11:CAS:0	chr19	-	50461900:50462157	50461540:50461827	50455555:50455651	N/A	NM_001135163,NM_052884	chr19:50455555-50462157
CAS	chr19:+:SIGLEC17P:CAS:0	chr19	+	51671346:51671624	51671860:51671907	51675323:51675416	N/A	NR_047530,NR_047529;NR_047531,NR_047529	chr19:51671346-51675416
CAS	chr19:-:SIRT6:CAS:0	chr19	-	4175839:4175934	4175677:4175757	4175025:4175148	N/A	NM_001193285,NM_016539	chr19:4175025-4175934
CAS	chr19:-:SLC1A6:CAS:0	chr19	-	15082549:15082686	15079115:15079319	15075131:15075173	N/A	NR_073589,NM_001272087;NR_073589,NM_001272088;NR_073589,NM_005071	chr19:15075131-15082686
CAS	chr19:+:SMARCA4:CAS:0	chr19	+	11143966:11144193	11144443:11144541	11144799:11144876	N/A	NM_001128845,NM_001128844;NM_001128845,NM_001128849;NM_001128845,NM_003072;NM_001128846,NM_001128844;NM_001128846,NM_001128849;NM_001128846,NM_003072;NM_001128847,NM_001128844;NM_001128847,NM_001128849;NM_001128847,NM_003072;NM_001128848,NM_001128844;NM_001128848,NM_001128849;NM_001128848,NM_003072	chr19:11143966-11144876
CAS	chr19:-:SNRPD2:CAS:0	chr19	-	46195145:46195443	46192491:46192605	46191645:46191824	N/A	NM_004597,NM_177542	chr19:46191645-46195443
CAS	chr19:+:SPINT2:CAS:0	chr19	+	38755098:38755638	38774267:38774437	38778516:38778575	N/A	NM_001166103,NM_021102	chr19:38755098-38778575
CAS	chr19:+:SPRED3:CAS:0	chr19	+	38882852:38882928	38885001:38885116	38885283:38885426	N/A	NM_001042522,NR_073032	chr19:38882852-38885426
CAS	chr19:+:SSBP4:CAS:0	chr19	+	18541651:18541740	18542163:18542228	18542457:18542516	N/A	NM_001009998,NM_032627	chr19:18541651-18542516
CAS	chr19:+:STXBP2:CAS:0	chr19	+	7707869:7707934	7708051:7708131	7709500:7709638	N/A	NR_073560,NM_001127396;NR_073560,NM_001272034;NR_073560,NM_006949	chr19:7707869-7709638
CAS	chr19:+:STXBP2:CAS:1	chr19	+	7709500:7709638	7709765:7709820	7710083:7710192	N/A	NM_001127396,NR_073560;NM_001272034,NR_073560;NM_006949,NR_073560	chr19:7709500-7710192
CAS	chr19:+:SUPT5H:CAS:0	chr19	+	39948315:39948380	39948934:39948945	39949458:39949527	N/A	NM_001130825,NM_001111020;NM_001130825,NM_001130824;NM_001130825,NM_003169	chr19:39948315-39949527
CAS	chr19:+:TBC1D17:CAS:0	chr19	+	50380682:50381001	50381400:50381498	50381755:50381829	N/A	NM_001168222,NM_024682	chr19:50380682-50381829
CAS	chr19:-:THEG:CAS:0	chr19	-	374299:374421	373940:374011	373470:373531	N/A	NM_199202,NM_016585	chr19:373470-374421
CAS	chr19:-:TLE2:CAS:0	chr19	-	3002351:3002501	3000645:3000721	2997636:2997953	N/A	NM_001144761,NM_001144762;NM_001144761,NM_003260	chr19:2997636-3002501
CAS	chr19:-:TMEM150B:CAS:0	chr19	-	55831926:55831985	55831759:55831826	55831407:55831534	N/A	NR_104066,NM_001085488;NR_104066,NM_001282011;NR_104071,NM_001085488;NR_104071,NM_001282011	chr19:55831407-55831985
CAS	chr19:-:TMEM259:CAS:0	chr19	-	1011366:1011498	1011095:1011194	1009650:1010894	N/A	NM_033420,NM_001033026	chr19:1009650-1011498
CAS	chr19:-:TNNT1:CAS:0	chr19	-	55658049:55658075	55657802:55657834	55656912:55656933	N/A	NM_001126133,NM_001126132;NM_001126133,NM_003283;NM_001291774,NM_001126132;NM_001291774,NM_003283	chr19:55656912-55658075
CAS	chr19:-:TNNT1:CAS:1	chr19	-	55660529:55660722	55659367:55659461	55658494:55658536	N/A	NM_001126132,NM_001291774;NM_001126133,NM_001291774;NM_003283,NM_001291774	chr19:55658494-55660722
CAS	chr19:-:TRMT1:CAS:0	chr19	-	13220972:13221120	13220729:13220815	13220583:13220652	N/A	NM_001142554,NM_001136035;NM_001142554,NM_017722	chr19:13220583-13221120
CAS	chr19:+:TRPM4:CAS:0	chr19	+	49693953:49694030	49699697:49700131	49703557:49703689	N/A	NM_001195227,NM_017636	chr19:49693953-49703689
CAS	chr19:+:TSPAN16:CAS:0	chr19	+	11408818:11409015	11409548:11409622	11411877:11411984	N/A	NM_001282510,NM_001282509;NM_001282510,NM_012466;NM_001282510,NR_104199	chr19:11408818-11411984
CAS	chr19:-:U2AF1L4:CAS:0	chr19	-	36234710:36234805	36234056:36234246	36233428:36233704	N/A	NM_001040425,NR_110171;NM_144987,NR_110171;NR_110172,NR_110171;NR_110173,NR_110171	chr19:36233428-36234805
CAS	chr19:+:UPK1A:CAS:0	chr19	+	36166742:36166921	36167138:36167235	36168714:36168797	N/A	NM_007000,NM_001281443	chr19:36166742-36168797
CAS	chr19:+:USF2:CAS:0	chr19	+	35760484:35760602	35760706:35760906	35761350:35761500	N/A	NM_207291,NM_003367	chr19:35760484-35761500
CAS	chr19:+:VAV1:CAS:0	chr19	+	6822232:6822340	6822430:6822525	6825064:6825132	N/A	NM_001258207,NM_001258206;NM_001258207,NM_005428	chr19:6822232-6825132
CAS	chr19:+:VAV1:CAS:1	chr19	+	6836443:6836579	6836996:6837061	6843146:6843177	N/A	NM_001258206,NM_001258207;NM_001258206,NM_005428	chr19:6836443-6843177
CAS	chr19:-:VRK3:CAS:0	chr19	-	50519281:50519420	50512493:50512642	50510826:50511083	N/A	NM_001025778,NM_016440	chr19:50510826-50519420
CAS	chr19:-:YIF1B:CAS:0	chr19	-	38798068:38798161	38797554:38797630	38794200:38796147	N/A	NM_001039671,NM_001145463;NM_001039672,NM_001145463;NM_001039673,NM_001145463;NM_001145461,NM_001145463;NM_001145462,NM_001145463;NM_033557,NM_001145463	chr19:38794200-38798161
CAS	chr19:+:YJEFN3:CAS:0	chr19	+	19639670:19639800	19640173:19640322	19643441:19643549	N/A	NM_001190328,NM_198537	chr19:19639670-19643549
CAS	chr19:-:ZNF112:CAS:0	chr19	-	44860778:44860856	44847406:44847454	44844568:44844694	N/A	NM_013380,NM_001083335	chr19:44844568-44860856
CAS	chr19:+:ZNF155:CAS:0	chr19	+	44492611:44492710	44494176:44494264	44495700:44495826	N/A	NM_001260486,NM_001260488;NM_001260487,NM_001260488;NM_003445,NM_001260488;NM_198089,NM_001260488	chr19:44492611-44495826
CAS	chr19:+:ZNF211:CAS:0	chr19	+	58145997:58146123	58151280:58151435	58152072:58154147	N/A	NM_001265600,NM_001265597;NM_001265600,NM_001265598;NM_001265600,NM_001265599;NM_001265600,NR_049752;NM_006385,NM_001265597;NM_006385,NM_001265598;NM_006385,NM_001265599;NM_006385,NR_049752;NM_198855,NM_001265597;NM_198855,NM_001265598;NM_198855,NM_001265599;NM_198855,NR_049752;NR_049753,NM_001265597;NR_049753,NM_001265598;NR_049753,NM_001265599;NR_049753,NR_049752;NR_049754,NM_001265597;NR_049754,NM_001265598;NR_049754,NM_001265599;NR_049754,NR_049752	chr19:58145997-58154147
CAS	chr19:+:ZNF222:CAS:0	chr19	+	44529494:44529630	44530178:44530238	44531175:44531301	N/A	NM_001129996,NM_013360	chr19:44529494-44531301
CAS	chr19:+:ZNF222:CAS:1	chr19	+	44531175:44531301	44531550:44531642	44535970:44537262	N/A	NM_013360,NM_001129996	chr19:44531175-44537262
CAS	chr19:+:ZNF304:CAS:0	chr19	+	57862642:57863065	57864023:57864103	57865093:57865219	N/A	NM_001290318,NM_001290319;NM_020657,NM_001290319	chr19:57862642-57865219
CAS	chr19:+:ZNF304:CAS:1	chr19	+	57865093:57865219	57866639:57866779	57867398:57871265	N/A	NM_001290319,NM_001290318;NM_020657,NM_001290318	chr19:57865093-57871265
CAS	chr19:+:ZNF331:CAS:0	chr19	+	54059099:54059162	54067017:54067046	54072558:54072639	N/A	NM_001079906,NM_001079907;NM_001079906,NM_001253798;NM_001253799,NM_001079907;NM_001253799,NM_001253798;NM_001253800,NM_001079907;NM_001253800,NM_001253798;NM_001253801,NM_001079907;NM_001253801,NM_001253798;NM_018555,NM_001079907;NM_018555,NM_001253798	chr19:54059099-54072639
CAS	chr19:-:ZNF44:CAS:0	chr19	-	12405507:12405714	12404047:12404190	12386771:12386897	N/A	NM_016264,NM_001164276	chr19:12386771-12405714
CAS	chr19:-:ZNF461:CAS:0	chr19	-	37147350:37147445	37134696:37134764	37128283:37130945	N/A	NM_001297623,NM_153257	chr19:37128283-37147445
CAS	chr19:-:ZNF468:CAS:0	chr19	-	53352340:53352466	53348432:53348549	53341785:53345404	N/A	NM_001008801,NM_001277120;NM_001008801,NR_102299;NM_001008801,NR_102300;NR_102301,NM_001277120;NR_102301,NR_102299;NR_102301,NR_102300	chr19:53341785-53352466
CAS	chr19:-:ZNF497:CAS:0	chr19	-	58874043:58874214	58869855:58869951	58865723:58869015	N/A	NM_001207009,NM_198458	chr19:58865723-58874214
CAS	chr19:-:ZNF506:CAS:0	chr19	-	19917751:19917877	19916840:19916935	19903520:19906469	N/A	NM_001145404,NM_001099269	chr19:19903520-19917877
CAS	chr19:+:ZNF507:CAS:0	chr19	+	32836514:32836689	32838151:32838244	32843735:32845863	N/A	NM_014910,NM_001136156	chr19:32836514-32845863
